Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,strongcompnum,eigencentrality
37_109,,,1,0,1,1,0,1,0,0,0,0,0.000132,0,2792,0.005871
37_110,,,1,0,1,1,0,1,0,0,0,0,0.000132,0,2791,0.005871
26_86,,,0,3,3,0,3,3,23,0.081384,0.089227,0,0.000113,0,2795,0
26_89,,,0,1,1,0,1,1,23,0.081625,0.08974,0,0.000113,0,2796,0
26_98,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2797,0
26_102,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2798,0
38_64,,,2,0,2,2,0,2,0,0,0,0,0.000259,0,1001,0.02783
26_118,,,1,5,6,1,5,6,1,1,1,0,0.000125,0,2799,0.005871
26_123,,,1,1,2,1,1,2,2,0.666667,0.75,0.000002,0.000196,0,1232,0.020739
26_136,,,0,4,4,0,4,4,21,0.096257,0.108488,0,0.000113,0,2800,0
26_137,,,0,3,3,0,3,3,2,0.571429,0.625,0,0.000113,0,2801,0
26_139,,,0,9,9,0,9,9,3,0.64,0.760417,0,0.000113,0,2803,0
53_50,,,1,5,6,1,5,6,3,0.545455,0.666667,0,0.000123,0,2802,0.005871
71_4,,,3,0,3,3,0,3,0,0,0,0,0.000191,0,364,0.042668
54_25,,,3,0,3,3,0,3,0,0,0,0,0.000207,0,2557,0.022129
26_167,,,0,1,1,0,1,1,1,1,1,0,0.000113,47,2805,0
7_82,,,1,0,1,1,0,1,0,0,0,0,0.000208,47,2804,0.005871
26_176,,,0,2,2,0,2,2,2,0.75,0.833333,0,0.000113,0,2807,0
50_12,,,1,0,1,1,0,1,0,0,0,0,0.000161,0,2806,0.005871
50_14,,,2,1,3,2,1,3,1,1,1,0,0.000244,0,1229,0.02661
26_183,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2808,0
26_184,,,0,2,2,0,2,2,30,0.058247,0.065908,0,0.000113,0,2810,0
37_126,,,1,0,1,1,0,1,0,0,0,0,0.000161,0,2809,0.005871
26_196,,,0,2,2,0,2,2,25,0.076106,0.085646,0,0.000113,0,2811,0
26_199,,,1,5,6,1,5,6,21,0.097445,0.108908,0.004543,0.000503,0,1081,0.232888
26_203,,,0,7,7,0,7,7,22,0.108257,0.127306,0,0.000113,0,2812,0
26_204,,,0,2,2,0,2,2,23,0.077665,0.083481,0,0.000113,0,2813,0
26_209,,,0,2,2,0,2,2,19,0.106513,0.124769,0,0.000113,0,2815,0
28_59,,,1,6,7,1,6,7,18,0.115873,0.139091,0.000067,0.000161,0,2814,0.005871
26_211,,,3,1,4,3,1,4,23,0.091796,0.10468,0.000535,0.000211,0,2347,0.039604
26_212,,,3,3,6,3,3,6,1,1,1,0.000002,0.000211,0,2346,0.039604
72_8,,,2,0,2,2,0,2,0,0,0,0,0.000224,0,767,0.049321
72_9,,,2,0,2,2,0,2,0,0,0,0,0.000224,0,766,0.049321
36_6,,,1,1,2,1,1,2,19,0.100023,0.11005,0.000428,0.000167,0,1081,0.058006
52_48,,,1,0,1,1,0,1,0,0,0,0,0.000271,0,760,0.03548
26_223,,,0,1,1,0,1,1,23,0.08007,0.090886,0,0.000113,0,2816,0
26_224,,,0,8,8,0,8,8,23,0.098664,0.117874,0,0.000113,0,2835,0
40_2,,,2,0,2,2,0,2,0,0,0,0,0.000131,0,2834,0.011742
69_40,,,1,7,8,1,7,8,22,0.096036,0.112557,0.000051,0.000125,0,2833,0.005871
69_41,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2819,0.005871
69_42,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2818,0.005871
69_43,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2817,0.005871
26_210,,,3,0,3,3,0,3,0,0,0,0,0.000211,0,2348,0.039604
27_2,,,0,2,2,0,2,2,23,0.087826,0.096888,0,0.000113,0,2836,0
27_4,,,0,1,1,0,1,1,27,0.064908,0.072837,0,0.000113,0,2837,0
27_6,,,0,1,1,0,1,1,25,0.076006,0.084837,0,0.000113,0,2838,0
27_40,,,0,3,3,0,3,3,2,0.714286,0.8,0,0.000113,0,2840,0
30_44,,,2,0,2,2,0,2,0,0,0,0,0.00024,0,2839,0.011742
40_36,,,2,1,3,2,1,3,32,0.049681,0.054829,0.000104,0.0002,0,1081,0.030888
40_37,,,2,0,2,2,0,2,0,0,0,0,0.0002,0,705,0.030888
27_45,,,0,2,2,0,2,2,1,1,1,0,0.000113,0,2841,0
7_75,,,2,0,2,2,0,2,0,0,0,0,0.000181,0,1760,0.029838
7_76,,,2,0,2,2,0,2,0,0,0,0,0.000181,0,1759,0.029838
27_47,,,1,4,5,1,4,5,23,0.079755,0.087932,0,0.000154,0,2843,0.012558
36_18,,,1,0,1,1,0,1,0,0,0,0,0.000145,0,2842,0.012558
36_19,,,1,3,4,1,3,4,23,0.079751,0.087645,0,0.000145,0,2843,0.012558
54_29,,,2,1,3,2,1,3,1,1,1,0,0.001102,0,2018,0.031803
91_12,,,2,1,3,2,1,3,1,1,1,0,0.001102,0,2018,0.031803
27_55,,,0,2,2,0,2,2,1,1,1,0,0.000113,0,2844,0
27_59,,,0,3,3,0,3,3,1,1,1,0,0.000113,48,2848,0
37_180,,,1,0,1,1,0,1,0,0,0,0,0.000145,48,2847,0.005871
37_181,,,1,0,1,1,0,1,0,0,0,0,0.000145,48,2846,0.005871
37_182,,,1,0,1,1,0,1,0,0,0,0,0.000145,48,2845,0.005871
16_17,,,1,0,1,1,0,1,0,0,0,0,0.000161,0,2327,0.014231
29_63,,,1,0,1,1,0,1,0,0,0,0,0.000161,0,2326,0.014231
6_97,,,1,0,1,1,0,1,0,0,0,0,0.000174,0,1813,0.010387
16_16,,,1,0,1,1,0,1,0,0,0,0,0.000174,0,1812,0.010387
27_64,,,0,8,8,0,8,8,24,0.081389,0.092441,0,0.000113,0,2852,0
20_54,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2851,0.005871
86_11,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2850,0.005871
86_12,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2849,0.005871
27_66,,,0,2,2,0,2,2,24,0.077644,0.08612,0,0.000113,0,2853,0
27_72,,,0,2,2,0,2,2,23,0.078317,0.089138,0,0.000113,0,2854,0
27_74,,,0,3,3,0,3,3,23,0.088866,0.099905,0,0.000113,0,2855,0
27_75,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2856,0
27_76,,,0,1,1,0,1,1,2,0.666667,0.75,0,0.000113,0,2857,0
27_83,,,0,2,2,0,2,2,6,0.248,0.314516,0,0.000113,0,2858,0
27_84,,,0,5,5,0,5,5,1,1,1,0,0.000113,0,2860,0
77_37,,,1,0,1,1,0,1,0,0,0,0,0.000132,0,2859,0.005871
41_40,,,3,0,3,3,0,3,0,0,0,0,0.000276,0,118,0.044561
10_104,,,1,0,1,1,0,1,0,0,0,0,0.000247,0,944,0.033481
27_92,,,0,4,4,0,4,4,23,0.088238,0.101842,0,0.000113,0,2862,0
28_3,,,1,1,2,1,1,2,22,0.094289,0.105821,0.000089,0.000137,0,2861,0.005871
27_93,,,0,1,1,0,1,1,24,0.074235,0.082638,0,0.000113,0,2863,0
41_53,,,2,1,3,2,1,3,23,0.080142,0.091172,0.000302,0.000267,0,2669,0.016258
20_39,,,1,0,1,1,0,1,0,0,0,0,0.00055,0,300,0.073891
28_13,,,0,2,2,0,2,2,3,0.45,0.537037,0,0.000113,0,2864,0
28_28,,,0,1,1,0,1,1,2,0.666667,0.75,0,0.000113,0,2865,0
28_31,,,0,3,3,0,3,3,1,1,1,0,0.000113,49,2869,0
20_17,,,1,0,1,1,0,1,0,0,0,0,0.000145,49,2868,0.005871
20_18,,,1,0,1,1,0,1,0,0,0,0,0.000145,49,2867,0.005871
20_20,,,1,0,1,1,0,1,0,0,0,0,0.000145,49,2866,0.005871
33_39,,,1,1,2,1,1,2,19,0.100011,0.110035,0.000098,0.00013,0,2780,0.010387
26_29,,,2,0,2,2,0,2,0,0,0,0,0.000303,0,706,0.111496
28_39,,,0,2,2,0,2,2,2,0.75,0.833333,0,0.000113,0,2871,0
89_13,,,1,0,1,1,0,1,0,0,0,0,0.000161,0,2870,0.005871
69_9,,,1,0,1,1,0,1,0,0,0,0,0.000392,0,1234,0.03702
69_10,,,1,4,5,1,4,5,3,0.666667,0.805556,0.000006,0.000392,0,1233,0.03702
19_52,,,1,0,1,1,0,1,0,0,0,0,0.000165,0,557,0.035953
26_10,,,1,0,1,1,0,1,0,0,0,0,0.000165,0,556,0.035953
23_48,,,1,0,1,1,0,1,0,0,0,0,0.000165,0,1223,0.014565
16_113,,,1,0,1,1,0,1,0,0,0,0,0.000177,0,413,0.017596
28_68,,,0,1,1,0,1,1,27,0.063282,0.067998,0,0.000113,0,2873,0
33_36,,,1,2,3,1,2,3,26,0.067518,0.07353,0.000101,0.000208,0,2872,0.005871
28_78,,,2,3,5,2,3,5,24,0.080415,0.087385,0.000101,0.000219,0,2874,0.020184
39_49,,,1,2,3,1,2,3,23,0.087425,0.096356,0.000201,0.000175,0,2874,0.017489
28_84,,,0,1,1,0,1,1,1,1,1,0,0.000113,50,2876,0
27_90,,,1,0,1,1,0,1,0,0,0,0,0.000208,50,2875,0.005871
29_6,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2877,0
29_7,,,0,1,1,0,1,1,27,0.065537,0.073844,0,0.000113,0,2878,0
29_10,,,0,3,3,0,3,3,2,0.666667,0.75,0,0.000113,0,2879,0
29_12,,,0,3,3,0,3,3,25,0.073275,0.081225,0,0.000113,0,2880,0
29_14,,,0,2,2,0,2,2,21,0.093801,0.10216,0,0.000113,0,2881,0
36_41,,,3,0,3,3,0,3,0,0,0,0,0.000224,0,836,0.072456
36_42,,,3,2,5,3,2,5,2,0.625,0.7,0,0.000224,0,837,0.072456
36_43,,,1,0,1,1,0,1,0,0,0,0,0.000126,0,1987,0.010387
36_44,,,1,0,1,1,0,1,0,0,0,0,0.000126,0,1986,0.010387
29_17,,,0,2,2,0,2,2,18,0.131708,0.151038,0,0.000113,0,2883,0
66_11,,,1,1,2,1,1,2,26,0.067766,0.074058,0.000004,0.000161,0,2882,0.005871
29_19,,,0,1,1,0,1,1,2,0.666667,0.75,0,0.000113,0,2884,0
29_24,,,0,2,2,0,2,2,1,1,1,0,0.000113,51,2887,0
37_97,,,1,0,1,1,0,1,0,0,0,0,0.000161,51,2886,0.005871
37_98,,,1,0,1,1,0,1,0,0,0,0,0.000161,51,2885,0.005871
43_67,,,1,1,2,1,1,2,27,0.065095,0.072183,0,0.000591,0,1081,0.167059
29_35,,,0,2,2,0,2,2,1,1,1,0,0.000113,0,2888,0
29_36,,,0,1,1,0,1,1,3,0.444444,0.541667,0,0.000113,0,2890,0
60_6,,,1,1,2,1,1,2,2,0.6,0.666667,0,0.000208,0,2889,0.005871
29_44,,,0,2,2,0,2,2,25,0.065477,0.073256,0,0.000113,0,2891,0
29_49,,,0,3,3,0,3,3,21,0.094035,0.103443,0,0.000113,0,2894,0
54_17,,,1,2,3,1,2,3,3,0.5,0.633333,0,0.000145,0,2893,0.005871
29_52,,,1,4,5,1,4,5,1,1,1,0,0.000135,0,2895,0.010387
69_47,,,3,0,3,3,0,3,0,0,0,0,0.000177,0,528,0.040074
29_55,,,1,9,10,1,9,10,25,0.077224,0.092538,0.000421,0.000198,0,2321,0.023962
54_48,,,2,0,2,2,0,2,0,0,0,0,0.000163,0,2319,0.021622
54_49,,,1,5,6,1,5,6,24,0.082748,0.096962,0.000519,0.000131,0,2318,0.015751
29_65,,,1,1,2,1,1,2,1,1,1,0,0.000145,0,2896,0.005871
29_66,,,0,1,1,0,1,1,1,1,1,0,0.000113,38,2897,0
106_1,,,2,1,3,2,1,3,21,0.085291,0.094228,0.000002,0.000205,0,1081,0.070798
106_2,,,2,0,2,2,0,2,0,0,0,0,0.000205,0,945,0.070798
30_4,,,1,8,9,1,10,11,23,0.067084,0.075561,0,0.000113,0,2903,0.012558
30_1,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2902,0.012558
30_2,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2901,0.012558
30_3,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2900,0.012558
30_5,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2899,0.012558
30_6,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2898,0.012558
30_10,,,0,3,3,0,3,3,26,0.083134,0.096951,0,0.000113,0,2904,0
30_18,,,1,6,7,1,6,7,21,0.087953,0.100166,0.000342,0.000177,0,1081,0.025955
30_19,,,0,6,6,0,6,6,3,0.592593,0.677083,0,0.000113,0,2905,0
30_24,,,0,1,1,0,1,1,2,0.666667,0.75,0,0.000113,0,2906,0
30_32,,,0,1,1,0,1,1,25,0.066664,0.071318,0,0.000113,0,2907,0
30_33,,,0,1,1,0,1,1,17,0.122037,0.138543,0,0.000113,0,2908,0
30_36,,,0,2,2,0,2,2,2,0.5625,0.611111,0,0.000113,0,2909,0
74_6,,,1,0,1,1,0,1,0,0,0,0,0.00033,0,845,0.014952
30_47,,,0,1,1,0,1,1,4,0.384615,0.483333,0,0.000113,0,2910,0
30_48,,,1,1,2,1,1,2,3,0.5,0.555556,0,0.000208,0,2911,0.005871
30_51,,,0,6,6,0,6,6,1,1,1,0,0.000113,0,2917,0
51_42,,,2,0,2,2,0,2,0,0,0,0,0.000286,0,2001,0.029807
56_63,,,1,0,1,1,0,1,0,0,0,0,0.000129,0,2916,0.005871
56_64,,,1,0,1,1,0,1,0,0,0,0,0.000129,0,2915,0.005871
56_65,,,1,0,1,1,0,1,0,0,0,0,0.000129,0,2914,0.005871
56_66,,,1,0,1,1,0,1,0,0,0,0,0.000129,0,2913,0.005871
56_67,,,1,0,1,1,0,1,0,0,0,0,0.000129,0,2912,0.005871
30_53,,,0,2,2,0,2,2,20,0.084747,0.091463,0,0.000113,0,2919,0
27_80,,,1,0,1,1,0,1,0,0,0,0,0.000161,0,2918,0.005871
30_57,,,0,1,1,0,1,1,23,0.072115,0.080405,0,0.000113,0,2922,0
41_24,,,1,3,4,1,3,4,22,0.077675,0.089069,0.000101,0.000208,0,2921,0.005871
30_58,,,0,2,2,0,2,2,21,0.093801,0.10216,0,0.000113,0,2923,0
30_60,,,0,1,1,0,1,1,24,0.068946,0.073421,0,0.000113,0,2924,0
31_3,,,0,3,3,0,3,3,19,0.109207,0.127652,0,0.000113,0,2925,0
31_12,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2926,0
2_170,,,1,0,1,1,0,1,0,0,0,0,0.000277,0,1674,0.014329
31_32,,,0,3,3,0,3,3,4,0.363636,0.445833,0,0.000113,0,2927,0
32_13,,,1,1,2,1,1,2,26,0.067653,0.077059,0.000101,0.000161,0,2928,0.005871
32_14,,,0,8,8,0,8,8,2,0.9,0.944444,0,0.000113,0,2935,0
78_24,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2934,0.005871
78_25,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2933,0.005871
78_26,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2932,0.005871
78_27,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2931,0.005871
78_28,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2930,0.005871
78_29,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2929,0.005871
32_18,,,0,3,3,0,3,3,2,0.8,0.875,0,0.000113,0,2936,0
38_28,,,3,0,3,3,0,3,0,0,0,0,0.000408,0,138,0.089456
45_21,,,2,1,3,2,1,3,2,0.6,0.666667,0,0.00036,0,139,0.083585
45_17,,,1,0,1,1,0,1,0,0,0,0,0.000165,0,1221,0.014565
7_92,,,1,0,1,1,0,1,0,0,0,0,0.000142,0,2032,0.016587
80_24,,,1,0,1,1,0,1,0,0,0,0,0.000127,0,2454,0.012558
80_25,,,1,0,1,1,0,1,0,0,0,0,0.000127,0,2453,0.012558
80_26,,,1,0,1,1,0,1,0,0,0,0,0.000127,0,2452,0.012558
80_32,,,1,0,1,1,0,1,0,0,0,0,0.000127,0,2451,0.012558
32_29,,,0,8,8,0,8,8,21,0.093022,0.107192,0,0.000113,0,2939,0
2_89,,,2,0,2,2,0,2,0,0,0,0,0.00022,0,2938,0.011742
40_83,,,1,0,1,1,0,1,0,0,0,0,0.000125,0,2937,0.005871
32_30,,,0,2,2,0,2,2,1,1,1,0,0.000113,0,2941,0
6_106,,,1,0,1,1,0,1,0,0,0,0,0.000161,0,2940,0.005871
58_2,,,1,0,1,1,0,1,0,0,0,0,0.000243,0,227,0.052547
33_5,,,1,4,5,1,4,5,19,0.111646,0.129895,0.002567,0.00025,0,1081,0.084142
4_65,,,2,0,2,2,0,2,0,0,0,0,0.0003,0,1661,0.027379
33_14,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2942,0
33_13,,,2,0,2,2,0,2,0,0,0,0,0.00026,0,2723,0.016258
33_16,,,0,1,1,0,1,1,2,0.6,0.666667,0,0.000113,0,2943,0
33_22,,,0,1,1,0,1,1,21,0.086481,0.094084,0,0.000113,0,2944,0
33_15,,,1,0,1,1,0,1,0,0,0,0,0.000165,0,2722,0.010387
33_24,,,0,2,2,0,2,2,24,0.074248,0.083196,0,0.000113,0,2945,0
33_26,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2946,0
33_27,,,0,1,1,0,1,1,26,0.072612,0.079947,0,0.000113,0,2947,0
33_29,,,0,1,1,0,1,1,20,0.098528,0.109639,0,0.000113,0,2948,0
33_30,,,0,4,4,0,4,4,22,0.07996,0.088012,0,0.000113,0,2949,0
23_5,,,1,0,1,1,0,1,0,0,0,0,0.000127,0,916,0.034304
23_6,,,1,0,1,1,0,1,0,0,0,0,0.000127,0,915,0.034304
23_7,,,1,0,1,1,0,1,0,0,0,0,0.000127,0,914,0.034304
30_26,,,1,0,1,1,0,1,0,0,0,0,0.000127,0,913,0.034304
33_41,,,2,2,4,2,2,4,22,0.090043,0.104503,0.001065,0.000152,0,1081,0.055719
33_42,,,2,2,4,2,2,4,22,0.080929,0.089939,0.000338,0.000152,0,1081,0.055719
49_14,,,1,1,2,1,1,2,2,0.555556,0.6,0.00012,0.000127,0,911,0.034304
33_53,,,2,3,5,2,3,5,19,0.106694,0.122433,0.006127,0.000311,0,1081,0.147564
26_221,,,1,0,1,1,0,1,0,0,0,0,0.00023,0,217,0.059647
26_222,,,1,0,1,1,0,1,0,0,0,0,0.00023,0,216,0.059647
2_157,,,2,0,2,2,0,2,0,0,0,0,0.000158,0,238,0.040148
40_9,,,1,0,1,1,0,1,0,0,0,0,0.000133,0,229,0.018733
33_45,,,0,2,2,0,2,2,19,0.105257,0.117586,0,0.000113,0,2950,0
33_50,,,1,5,6,1,5,6,19,0.12137,0.136663,0.000053,0.000137,0,2951,0.005871
33_52,,,0,4,4,0,4,4,19,0.120463,0.134721,0,0.000113,0,2954,0
4_128,,,1,0,1,1,0,1,0,0,0,0,0.000137,0,2953,0.005871
33_51,,,1,0,1,1,0,1,0,0,0,0,0.000137,0,2952,0.005871
33_54,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2955,0
33_55,,,0,1,1,0,1,1,2,0.666667,0.75,0,0.000113,44,2956,0
94_4,,,2,0,2,2,0,2,0,0,0,0,0.000247,0,228,0.036144
25_28,,,1,0,1,1,0,1,0,0,0,0,0.000185,0,325,0.060128
25_29,,,1,0,1,1,0,1,0,0,0,0,0.000185,0,324,0.060128
34_1,,,1,2,3,1,2,3,1,1,1,0,0.000125,0,2959,0.005871
28_70,,,2,0,2,2,0,2,0,0,0,0,0.000178,0,2958,0.016258
92_13,,,2,0,2,2,0,2,0,0,0,0,0.000178,0,2957,0.016258
34_5,,,0,2,2,0,2,2,2,0.666667,0.75,0,0.000113,0,2960,0
34_6,,,0,3,3,0,3,3,2,0.636364,0.714286,0,0.000113,0,2964,0
36_52,,,1,4,5,1,4,5,1,1,1,0,0.000145,0,2963,0.005871
51_48,,,2,0,2,2,0,2,0,0,0,0,0.000218,0,352,0.035765
34_16,,,1,3,4,1,3,4,1,1,1,0.000236,0.00014,0,411,0.014995
27_22,,,1,0,1,1,0,1,0,0,0,0,0.000152,0,410,0.013079
27_24,,,1,0,1,1,0,1,0,0,0,0,0.000152,0,408,0.013079
35_13,,,1,0,1,1,0,1,0,0,0,0,0.000249,0,2470,0.010387
30_15,,,1,0,1,1,0,1,0,0,0,0,0.000189,0,1435,0.025619
30_16,,,1,0,1,1,0,1,0,0,0,0,0.000189,0,1434,0.025619
34_28,,,0,5,5,0,5,5,18,0.111897,0.127824,0,0.000113,0,2965,0
34_29,,,2,1,3,2,1,3,3,0.5,0.611111,0,0.000779,0,92,0.124212
34_30,,,1,3,4,1,3,4,24,0.076971,0.086502,0.0001,0.000161,0,2966,0.005871
74_17,,,2,0,2,2,0,2,0,0,0,0,0.000138,0,297,0.056541
40_82,,,2,0,2,2,0,2,0,0,0,0,0.000197,0,482,0.03291
34_48,,,0,1,1,0,1,1,22,0.089496,0.099667,0,0.000113,0,2967,0
34_49,,,0,2,2,0,2,2,24,0.068986,0.074043,0,0.000113,0,2968,0
34_51,,,1,1,2,1,1,2,27,0.061063,0.067615,0.000015,0.000129,0,2969,0.005871
34_53,,,1,2,3,1,2,3,1,1,1,0,0.000129,0,2972,0.005871
18_22,,,1,0,1,1,0,1,0,0,0,0,0.000167,0,2971,0.010387
45_32,,,1,0,1,1,0,1,0,0,0,0,0.000167,0,2970,0.010387
10_107,,,2,0,2,2,0,2,0,0,0,0,0.000467,8,1785,0.020774
35_5,,,0,3,3,0,3,3,22,0.090099,0.102572,0,0.000113,0,2973,0
35_9,,,0,1,1,0,1,1,2,0.666667,0.75,0,0.000113,0,2974,0
10_65,,,1,0,1,1,0,1,0,0,0,0,0.00015,0,1705,0.012558
35_12,,,1,2,3,1,2,3,20,0.101069,0.114276,0.000079,0.00022,0,1081,0.054172
55_23,,,1,0,1,1,0,1,0,0,0,0,0.000206,0,345,0.022991
30_22,,,1,0,1,1,0,1,0,0,0,0,0.000189,0,348,0.026732
35_35,,,2,1,3,2,1,3,1,1,1,0.000031,0.000169,0,688,0.035065
69_24,,,4,0,4,4,0,4,0,0,0,0,0.000699,0,517,0.05728
43_74,,,1,0,1,1,0,1,0,0,0,0,0.000172,0,686,0.087857
43_75,,,1,0,1,1,0,1,0,0,0,0,0.000172,0,685,0.087857
43_78,,,1,0,1,1,0,1,0,0,0,0,0.00014,0,988,0.107686
35_39,,,0,1,1,0,1,1,20,0.101251,0.112603,0,0.000113,0,2975,0
37_167,,,1,0,1,1,0,1,0,0,0,0,0.000144,0,562,0.037933
37_168,,,1,0,1,1,0,1,0,0,0,0,0.000144,0,561,0.037933
37_169,,,1,3,4,1,3,4,22,0.074231,0.083204,0,0.000144,0,1081,0.037933
37_170,,,1,0,1,1,0,1,0,0,0,0,0.000144,0,560,0.037933
35_43,,,0,3,3,0,3,3,23,0.084177,0.096669,0,0.000113,0,2980,0
48_10,,,1,6,7,1,6,7,22,0.075668,0.086178,0.00004,0.000145,0,2979,0.005871
36_5,,,0,2,2,0,2,2,24,0.080706,0.087413,0,0.000113,0,2981,0
36_10,,,0,2,2,0,2,2,21,0.093801,0.10216,0,0.000113,0,2982,0
36_11,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2983,0
57_17,,,1,0,1,1,0,1,0,0,0,0,0.000196,0,69,0.035977
36_15,,,1,5,6,1,5,6,20,0.095725,0.112663,0.000101,0.000132,0,2985,0.005871
23_34,,,1,0,1,1,0,1,0,0,0,0,0.000135,0,2984,0.010387
36_23,,,0,1,1,0,1,1,1,1,1,0,0.000113,8,2986,0
36_26,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2987,0
36_28,,,0,5,5,0,5,5,21,0.087882,0.102123,0,0.000113,0,2991,0
36_14,,,1,0,1,1,0,1,0,0,0,0,0.000132,0,2990,0.005871
36_16,,,1,0,1,1,0,1,0,0,0,0,0.000132,0,2989,0.005871
36_17,,,1,0,1,1,0,1,0,0,0,0,0.000132,0,2988,0.005871
36_31,,,0,1,1,0,1,1,1,1,1,0,0.000113,52,2993,0
23_37,,,1,0,1,1,0,1,0,0,0,0,0.000208,52,2992,0.005871
51_49,,,4,0,4,4,0,4,0,0,0,0,0.000472,0,1485,0.042083
36_48,,,0,1,1,0,1,1,3,0.5,0.583333,0,0.000113,0,2994,0
36_51,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,2995,0
37_20,,,1,0,1,1,0,1,0,0,0,0,0.000143,0,2962,0.010387
37_21,,,1,0,1,1,0,1,0,0,0,0,0.000143,0,2961,0.010387
36_64,,,0,3,3,0,3,3,1,1,1,0,0.000113,0,2996,0
36_68,,,0,2,2,0,2,2,1,1,1,0,0.000113,0,2997,0
37_3,,,0,2,2,0,2,2,1,1,1,0,0.000113,53,3000,0
77_5,,,1,0,1,1,0,1,0,0,0,0,0.000161,53,2999,0.005871
77_6,,,1,0,1,1,0,1,0,0,0,0,0.000161,53,2998,0.005871
37_5,,,0,2,2,0,2,2,20,0.10406,0.114425,0,0.000113,0,3007,0
55_17,,,1,2,3,1,2,3,19,0.116017,0.129824,0.000106,0.000161,0,3006,0.005871
70_40,,,2,8,10,2,8,10,1,1,1,0.000001,0.000229,0,3005,0.016258
37_6,,,1,4,5,1,4,5,23,0.080963,0.092323,0.000456,0.000181,0,1081,0.050332
15_17,,,1,0,1,1,0,1,0,0,0,0,0.000151,0,771,0.022265
15_18,,,1,0,1,1,0,1,0,0,0,0,0.000151,0,770,0.022265
37_8,,,1,1,2,1,1,2,23,0.080057,0.090874,0.000241,0.000181,0,1081,0.050332
37_9,,,1,1,2,1,1,2,25,0.072467,0.080981,0,0.000181,0,1081,0.050332
37_10,,,1,3,4,1,3,4,1,1,1,0.000234,0.000181,0,768,0.050332
37_11,,,0,1,1,0,1,1,2,0.666667,0.75,0,0.000113,0,3008,0
37_18,,,0,2,2,0,2,2,19,0.108834,0.122509,0,0.000113,0,3009,0
37_27,,,1,5,6,1,5,6,27,0.065212,0.074277,0.000515,0.000121,0,1081,0.036355
37_37,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,3010,0
37_40,,,0,10,10,0,10,10,22,0.075695,0.087564,0,0.000113,0,3011,0
19_72,,,2,0,2,2,0,2,0,0,0,0,0.000143,0,2977,0.016258
95_5,,,2,3,5,2,3,5,1,1,1,0.000235,0.000164,0,47,0.030235
95_6,,,3,0,3,3,0,3,0,0,0,0,0.000212,0,43,0.036106
37_47,,,2,3,5,2,3,5,1,1,1,0.000158,0.000242,0,595,0.060477
56_17,,,2,0,2,2,0,2,0,0,0,0,0.000229,0,594,0.035427
56_18,,,3,0,3,3,0,3,0,0,0,0,0.000325,0,593,0.041298
56_19,,,3,0,3,3,0,3,0,0,0,0,0.000311,0,592,0.090033
37_48,,,0,2,2,0,2,2,1,1,1,0,0.000113,0,3014,0
12_32,,,1,0,1,1,0,1,0,0,0,0,0.000161,0,3013,0.005871
55_70,,,2,0,2,2,0,2,0,0,0,0,0.000219,0,3012,0.016258
37_51,,,0,7,7,0,7,7,21,0.102417,0.116525,0,0.000113,0,3019,0
114_3,,,1,0,1,1,0,1,0,0,0,0,0.000126,0,3018,0.005871
114_4,,,1,0,1,1,0,1,0,0,0,0,0.000126,0,3017,0.005871
114_5,,,1,0,1,1,0,1,0,0,0,0,0.000126,0,3016,0.005871
114_6,,,1,1,2,1,1,2,21,0.102101,0.113479,0,0.000126,0,3015,0.005871
52_19,,,1,1,2,1,1,2,1,1,1,0.000002,0.000224,0,1155,0.015025
